postal_code,lat,lon
N7S3W3,42.99624266,-82.36062527
N7S3W4,42.99624266,-82.36062527
N7S3W5,42.99624266,-82.36062527
N7S3W6,42.99624266,-82.36062527
N7S3W7,42.99624266,-82.36062527
N7S3X1,42.99511808,-82.36254709
N7S3X2,42.99511808,-82.36254709
N7S3X3,42.99511808,-82.36254709
N7S3X4,42.99511808,-82.36254709
N7S3X5,42.99511808,-82.36254709
N7S3X6,42.99511808,-82.36254709
N7S3X7,42.99511808,-82.36254709
N7S3Y1,42.9837355,-82.35038691
N7S3Y2,42.9837355,-82.35038691
N7S3Y3,42.9837355,-82.35038691
N7S3Y4,42.9837355,-82.35038691
N7S3Y5,42.9837355,-82.35038691
N7S3Y6,42.9837355,-82.35038691
N7S3Y7,42.9837355,-82.35038691
N7S3Z1,42.9976231,-82.35927187
N7S3Z2,42.9976231,-82.35927187
N7S3Z3,42.9976231,-82.35927187
N7S3Z4,42.9976231,-82.35927187
N7S3Z5,42.9976231,-82.35927187
N7S3Z6,42.9976231,-82.35927187
N7S3Z7,42.9976231,-82.35927187
N7S4A1,42.99843182,-82.35999443
N7S4A2,42.99843182,-82.35999443
N7S4A3,42.99843182,-82.35999443
N7S4A4,42.99843182,-82.35999443
N7S4A5,42.99843182,-82.35999443
N7S4A6,42.99843182,-82.35999443
N7S4A7,42.99843182,-82.35999443
N7S4B1,42.95916909,-82.37093827
N7S4B2,42.95916909,-82.37093827
N7S4B3,42.95916909,-82.37093827
N7S4B4,42.95916909,-82.37093827
N7S4B5,42.95916909,-82.37093827
N7S4B6,42.95916909,-82.37093827
N7S4B7,42.95916909,-82.37093827
N7S4C1,42.96940084,-82.36235698
N7S4C2,42.96940084,-82.36235698
N7S4C3,42.96940084,-82.36235698
N7S4C4,42.96940084,-82.36235698
N7S4C5,42.96940084,-82.36235698
N7S4C6,42.96940084,-82.36235698
N7S4C7,42.96940084,-82.36235698
N7S4E1,42.96893035,-82.36090042
N7S4E2,42.96893035,-82.36090042
N7S4E3,42.96893035,-82.36090042
N7S4E4,42.96893035,-82.36090042
N7S4E5,42.96893035,-82.36090042
N7S4E6,42.96893035,-82.36090042
N7S4E7,42.96893035,-82.36090042
N7S4G1,42.96499835,-82.36568199
N7S4G2,42.96499835,-82.36568199
N7S4G3,42.96499835,-82.36568199
N7S4G6,42.96499835,-82.36568199
N7S4G7,42.96499835,-82.36568199
N7S4G8,42.96499835,-82.36568199
N7S4G9,42.96499835,-82.36568199
N7S4H1,42.96313781,-82.35347748
N7S4H2,42.96313781,-82.35347748
N7S4H3,42.96313781,-82.35347748
N7S4H4,42.96313781,-82.35347748
N7S4H5,42.96313781,-82.35347748
N7S4H6,42.96313781,-82.35347748
N7S4H7,42.96313781,-82.35347748
N7S4J1,42.96548022,-82.35741012
N7S4J2,42.96548022,-82.35741012
N7S4J3,42.96548022,-82.35741012
N7S4J4,42.96548022,-82.35741012
N7S4J5,42.96548022,-82.35741012
N7S4J6,42.96548022,-82.35741012
N7S4J7,42.96548022,-82.35741012
N7S4K1,42.96791521,-82.35487178
N7S4K2,42.96791521,-82.35487178
N7S4K3,42.96791521,-82.35487178
N7S4K4,42.96791521,-82.35487178
N7S4K5,42.96791521,-82.35487178
N7S4K6,42.96791521,-82.35487178
N7S4K7,42.96791521,-82.35487178
N7S4L1,42.96199803,-82.35739201
N7S4L2,42.96199803,-82.35739201
N7S4L3,42.96199803,-82.35739201
N7S4L4,42.96199803,-82.35739201
N7S4L5,42.96199803,-82.35739201
N7S4L6,42.96199803,-82.35739201
N7S4L7,42.96199803,-82.35739201
N7S4M1,43.00753835,-82.37195885
N7S4M2,42.992981,-82.36106838
N7S4M3,42.992981,-82.36106838
N7S4M4,42.992981,-82.36106838
N7S4M5,42.992981,-82.36106838
N7S4M6,42.992981,-82.36106838
N7S4M7,42.992981,-82.36106838
N7S4N1,43.01055648,-82.37137311
N7S4N2,43.01055648,-82.37137311
N7S4N3,43.01055648,-82.37137311
N7S4N4,43.01055648,-82.37137311
N7S4N5,43.01055648,-82.37137311
N7S4N6,43.01055648,-82.37137311
N7S4N7,43.01055648,-82.37137311
N7S4P1,43.01063564,-82.37000592
N7S4P2,42.98955357,-82.3637043
N7S4P3,42.98955357,-82.3637043
N7S4P4,42.98955357,-82.3637043
N7S4P5,42.98955357,-82.3637043
N7S4P6,42.98955357,-82.3637043
N7S4P7,42.98955357,-82.3637043
N7S4R1,42.98853101,-82.36250239
N7S4R2,42.98853101,-82.36250239
N7S4R3,42.98853101,-82.36250239
N7S4R4,42.98853101,-82.36250239
N7S4R5,42.98853101,-82.36250239
N7S4R6,42.98853101,-82.36250239
N7S4R7,42.98853101,-82.36250239
N7S4S1,42.99156182,-82.3609685
N7S4S2,42.99156182,-82.3609685
N7S4S3,42.99156182,-82.3609685
N7S4S4,42.99156182,-82.3609685
N7S4S5,42.99156182,-82.3609685
N7S4S6,42.99156182,-82.3609685
N7S4S7,42.99156182,-82.3609685
N7S4T1,42.95948998,-82.36929848
N7S4T2,42.95948998,-82.36929848
N7S4T4,42.95948998,-82.36929848
N7S4T5,42.95948998,-82.36929848
N7S4T6,42.95948998,-82.36929848
N7S4T7,42.95948998,-82.36929848
N7S4T8,42.95948998,-82.36929848
N7S4V1,42.96112121,-82.35742978
N7S4V2,42.96112121,-82.35742978
N7S4V3,42.96112121,-82.35742978
N7S4V4,42.96112121,-82.35742978
N7S4V7,42.96112121,-82.35742978
N7S4V8,42.96112121,-82.35742978
N7S4V9,42.96112121,-82.35742978
N7S4W1,43.00191913,-82.36083672
N7S4W2,43.00191913,-82.36083672
N7S4W3,43.00191913,-82.36083672
N7S4W4,43.00191913,-82.36083672
N7S4W5,43.00191913,-82.36083672
N7S4W6,43.00191913,-82.36083672
N7S4W7,43.00191913,-82.36083672
N7S4X1,42.9616593,-82.34619559
N7S4X2,42.9616593,-82.34619559
N7S4X3,42.9616593,-82.34619559
N7S4X4,42.9616593,-82.34619559
N7S4X5,42.9616593,-82.34619559
N7S4X6,42.9616593,-82.34619559
N7S4X7,42.9616593,-82.34619559
N7S4Y2,42.97111908,-82.36323029
N7S4Y3,42.97111908,-82.36323029
N7S4Y4,42.97111908,-82.36323029
N7S4Y5,42.97111908,-82.36323029
N7S4Y6,42.97111908,-82.36323029
N7S4Y7,42.97111908,-82.36323029
N7S4Y8,42.97111908,-82.36323029
N7S4Z1,42.97093999,-82.36426053
N7S4Z2,42.97093999,-82.36426053
N7S4Z3,42.97093999,-82.36426053
N7S4Z4,42.97093999,-82.36426053
N7S4Z5,42.97093999,-82.36426053
N7S4Z6,42.97093999,-82.36426053
N7S4Z7,42.97093999,-82.36426053
N7S4Z8,42.97093999,-82.36426053
N7S5A1,42.98245404,-82.35692792
N7S5A2,42.98245404,-82.35692792
N7S5A3,42.98245404,-82.35692792
N7S5A4,42.98245404,-82.35692792
N7S5A5,42.98245404,-82.35692792
N7S5A6,42.98245404,-82.35692792
N7S5A7,42.98245404,-82.35692792
N7S5B1,42.96759724,-82.34755188
N7S5B2,42.96759724,-82.34755188
N7S5B3,42.96759724,-82.34755188
N7S5B4,42.96759724,-82.34755188
N7S5B5,42.96759724,-82.34755188
N7S5B6,42.96759724,-82.34755188
N7S5B7,42.96759724,-82.34755188
N7S5C1,43.00041648,-82.36208369
N7S5C2,43.00041648,-82.36208369
N7S5C4,43.00041648,-82.36208369
N7S5C5,43.00041648,-82.36208369
N7S5C6,43.00041648,-82.36208369
N7S5C7,43.00041648,-82.36208369
N7S5C8,43.00041648,-82.36208369
N7S5E1,42.97228328,-82.36251727
N7S5E2,42.97228328,-82.36251727
N7S5E3,42.97228328,-82.36251727
N7S5E4,42.97228328,-82.36251727
N7S5E5,42.97228328,-82.36251727
N7S5E6,42.97228328,-82.36251727
N7S5E7,42.97228328,-82.36251727
N7S5G1,43.00293948,-82.36068088
N7S5G2,43.00293948,-82.36068088
N7S5G3,43.00293948,-82.36068088
N7S5G4,43.00293948,-82.36068088
N7S5G5,43.00293948,-82.36068088
N7S5G6,43.00293948,-82.36068088
N7S5G7,43.00293948,-82.36068088
N7S5H1,43.01176461,-82.36486541
N7S5H2,43.01176461,-82.36486541
N7S5H3,43.01176461,-82.36486541
N7S5H4,43.01176461,-82.36486541
N7S5H5,43.01176461,-82.36486541
N7S5H6,43.01176461,-82.36486541
N7S5H7,43.01176461,-82.36486541
N7S5J1,43.00852462,-82.35912703
N7S5J2,43.00852462,-82.35912703
N7S5J3,43.00852462,-82.35912703
N7S5J4,43.00852462,-82.35912703
N7S5J5,43.00852462,-82.35912703
N7S5J6,43.00852462,-82.35912703
N7S5J7,43.00852462,-82.35912703
N7S5K1,43.00522776,-82.35823138
N7S5K2,43.00522776,-82.35823138
N7S5K3,43.00522776,-82.35823138
N7S5K4,43.00522776,-82.35823138
N7S5K5,43.00522776,-82.35823138
N7S5K6,43.00522776,-82.35823138
N7S5K7,43.00522776,-82.35823138
N7S5L1,42.96983067,-82.35023034
N7S5L2,42.96983067,-82.35023034
N7S5L3,42.96983067,-82.35023034
N7S5L4,42.96983067,-82.35023034
N7S5L5,42.96983067,-82.35023034
N7S5L6,42.96983067,-82.35023034
N7S5L7,42.96983067,-82.35023034
N7S5M1,42.992981,-82.36106838
N7S5M2,43.00540415,-82.35399513
N7S5M3,43.00540415,-82.35399513
N7S5M4,43.00540415,-82.35399513
N7S5M5,43.00540415,-82.35399513
N7S5M6,43.00540415,-82.35399513
N7S5M7,43.00540415,-82.35399513
N7S5N1,42.95815866,-82.34641024
N7S5N2,42.95815866,-82.34641024
N7S5N3,42.95815866,-82.34641024
N7S5N4,42.95815866,-82.34641024
N7S5N5,42.95815866,-82.34641024
N7S5N6,42.95815866,-82.34641024
N7S5N7,42.95815866,-82.34641024
N7S5P1,42.95995548,-82.35443387
N7S5P2,42.95995548,-82.35443387
N7S5P3,42.95995548,-82.35443387
N7S5P4,42.95995548,-82.35443387
N7S5P5,42.95995548,-82.35443387
N7S5P6,42.95995548,-82.35443387
N7S5P7,42.95995548,-82.35443387
N7S5R1,43.00850549,-82.36221771
N7S5R2,43.00850549,-82.36221771
N7S5R3,43.00850549,-82.36221771
N7S5R4,43.00850549,-82.36221771
N7S5R5,43.00850549,-82.36221771
N7S5R6,43.00850549,-82.36221771
N7S5R7,43.00850549,-82.36221771
N7S5S1,42.98904107,-82.36480061
N7S5S5,42.98904107,-82.36480061
N7S5S6,42.98904107,-82.36480061
N7S5S7,42.98904107,-82.36480061
N7S5S9,42.98904107,-82.36480061
